player_id,position,overall
212218,CB,83
211117,LM,81
211117,CF,83
211117,CAM,83
208722,LW,83
208722,RW,83
204963,RB,83
202166,LM,82
202166,CAM,83
202166,LW,83
201399,ST,82
201153,ST,82
201024,CB,83
200316,GK,84
193747,LM,81
193747,RM,81
193747,CM,82
192227,CB,82
191740,CDM,83
191740,CM,83
189505,LW,83
189505,RW,83
189117,GK,84
184120,CDM,82
184120,CM,82
181458,CAM,80
181458,LM,82
180403,CAM,83
180403,RM,83
180403,RW,83
179846,CDM,82
179846,CM,82
179783,GK,84
178750,GK,84
178088,RM,81
178088,CAM,82
177509,CB,82
177388,CAM,84
177388,LW,83
167397,ST,82
165229,CB,82
164468,CB,82
146530,RB,81
143076,ST,76
143076,LW,85
143076,CF,83
106231,ST,83
231747,ST,82
231443,CAM,82
231443,LW,83
231443,RW,83
216460,CB,82
215316,GK,83
213565,LM,82
212814,CAM,80
212814,CM,81
212190,CB,81
210257,GK,83
209499,CDM,82
209331,RW,83
208448,LM,81
208448,CAM,81
207865,CB,82
207566,CM,79
207566,CDM,81
205600,CB,81
201942,CAM,83
201942,CF,83
201942,ST,81
200888,CM,77
200888,CB,82
200888,CDM,82
199715,RM,82
199715,LM,82
199482,GK,83
193474,CM,77
193474,CDM,82
192629,RW,81
192629,ST,82
192366,CB,81
191202,CM,79
191202,CDM,81
191180,RW,81
191180,LW,81
191180,CM,81
189513,CDM,74
189513,CAM,80
189513,CM,82
189358,CF,78
189358,CAM,81
188377,RWB,81
188377,RB,82
187936,CM,79
187936,CDM,82
186547,CB,82
185020,RW,82
184144,LM,81
181783,LM,77
181783,ST,81
180819,CM,81
179784,CB,81
178562,CM,81
178562,CAM,81
178005,GK,83
177683,GK,83
177358,CM,79
177358,CDM,82
176769,CF,82
176769,ST,81
176600,ST,81
173771,CB,80
173771,RB,81
170481,CB,81
163587,GK,83
162240,CDM,80
162240,CM,81
161956,CF,80
161956,CM,82
161956,CAM,82
159147,CB,82
158963,CM,80
158963,CDM,81
146760,RB,81
146748,GK,83
146562,CDM,72
146562,CM,81
142754,CDM,81
142754,CB,80
139068,LM,81
139068,CAM,82
139068,RW,82
139068,LW,82
24630,GK,83
20775,LM,81
20775,RM,81
5479,GK,83
222492,LM,81
222492,RW,82
222492,LW,82
219809,CM,76
219809,CDM,81
219683,CDM,79
219683,CM,81
216594,ST,77
216594,CAM,81
215785,ST,79
215785,LW,82
213331,CB,81
212188,ST,81
211575,CAM,79
211575,LW,75
211575,CM,80
211300,ST,81
211300,LM,80
209658,CDM,80
209658,CAM,80
209658,CM,81
208618,RM,82
208618,RW,82
208421,RM,79
208421,CM,81
207863,CB,81
207664,ST,80
207410,CDM,74
207410,CM,81
206652,GK,82
206545,CAM,81
206545,CDM,74
206545,CM,81
205452,RB,76
205452,CB,81
204970,RM,81
204970,RW,82
204525,CB,81
204277,CM,79
204277,CDM,81
202857,RM,80
202652,LM,81
202652,RM,81
202652,RW,81
202651,RW,82
202477,RW,82
202477,LW,82
202335,CM,72
202335,CDM,78
202335,CB,81
201862,LB,77
201862,CB,80
200949,LW,81
200949,RW,81
200104,ST,80
200104,RM,81
200104,LM,81
199503,CDM,79
199503,CM,80
198164,CAM,83
198164,LM,82
198164,CM,81
197965,RM,82
197965,CM,81
195093,ST,81
193698,GK,82
193469,CB,81
193348,RW,80
193348,RM,80
193082,RM,80
190483,RM,80
190483,LM,80
190456,RB,81
189560,CAM,73
189560,CM,78
189560,CDM,81
188943,GK,82
188803,CAM,81
188803,LM,81
187754,RM,81
187072,CAM,81
187072,CF,82
186153,GK,82
184484,LM,80
184484,CAM,80
183711,CM,81
183711,CDM,81
183574,CAM,83
183574,ST,80
183574,CF,82
183376,CM,72
183376,CDM,80
182494,GK,82
181786,CB,80
179847,CB,81
178509,ST,80
178372,RB,76
178372,CB,81
178224,ST,80
177600,CM,81
177457,CM,77
177457,CDM,80
171919,CB,80
171833,ST,80
169595,LWB,81
169595,LB,81
169416,ST,78
169416,RW,81
167431,RM,79
167431,CDM,78
167431,CM,81
165239,RM,80
165239,CM,76
165239,LM,80
163705,GK,82
163631,LB,80
162347,CAM,79
162347,CDM,76
162347,CM,80
158121,GK,82
157481,CB,81
150724,GK,82
150418,ST,80
144622,ST,78
144622,CF,82
135507,RB,77
135507,CM,79
135507,CDM,80
113422,ST,80
108080,RM,74
108080,RB,80
230666,ST,80
227928,RB,80
227055,LM,80
227055,RM,80
222737,RM,80
222737,RW,81
222028,CM,79
222028,CDM,80
220793,CB,80
216354,LW,79
216354,ST,80
216352,CDM,76
216352,CM,80
216201,LW,81
216201,ST,79
216201,RW,81
216194,CDM,80
213661,CDM,77
213661,CB,80
212622,CDM,80
212622,CB,76
212622,CM,80
212622,RB,80
211368,RM,80
211368,LM,80
210896,CDM,78
210896,CM,80
210008,CM,80
209889,CM,80
209889,LB,78
209889,LWB,80
209889,LM,80
208830,ST,79
208670,CAM,80
208670,CM,80
207599,CB,80
203747,RB,80
203042,GK,81
202371,RM,79
202371,RB,80
201995,RM,81
201995,LW,81
201995,RW,81
201400,RW,80
201400,RM,79
201400,CM,80
200724,RB,78
200724,LB,78
200724,CB,80
199564,CM,78
199564,CDM,80
199564,RB,80
199451,ST,80
199354,ST,80
199189,RW,78
199189,CM,78
199189,RM,78
199189,CAM,80
198141,CB,80
197655,CB,80
197242,CDM,79
195086,CB,80
193738,LW,80
193738,CAM,80
193525,RM,76
193525,RWB,80
193352,CB,76
193352,LB,79
193165,RM,80
192789,RB,80
192638,LB,79
192638,LM,77
192638,LWB,80
192318,CAM,82
192318,CM,79
190584,CM,80
190149,RB,80
189881,CB,79
189574,CM,80
189461,CDM,73
189461,CAM,80
189461,CM,79
189251,RM,77
189251,RB,76
189251,CDM,78
189251,CM,80
188988,LM,80
188988,CAM,80
188005,CM,76
188005,CDM,80
187961,CDM,78
187961,CM,79
185431,ST,80
184942,CAM,80
184111,ST,79
183900,CF,80
183900,LW,81
183285,CB,79
183280,CB,79
179645,CB,79
178086,GK,81
177326,LM,79
177326,CAM,79
177326,LW,80
173426,GK,81
172175,LW,80
172175,LM,80
171579,RW,77
171579,CAM,80
163264,GK,81
161648,ST,75
161648,CAM,79
158625,CB,79
153244,ST,79
146954,CM,79
142780,CB,80
139997,RB,79
121944,CDM,78
121944,CM,79
116494,GK,81
110677,GK,81
54050,ST,79
54050,CAM,78
53612,CB,79
49369,ST,79
231677,RM,79
231677,ST,79
231677,LM,79
223848,CAM,77
223848,CM,79
216393,CAM,77
216393,CM,79
215792,CB,79
212831,GK,80
212462,LB,79
212194,CAM,80
212194,RM,79
212194,LM,79
211748,CM,78
211748,CAM,79
210617,LM,79
210617,RM,79
210406,CM,79
210243,RM,80
210243,LB,79
210243,RB,79
210035,LB,79
209297,CAM,79
209297,CDM,76
209297,CM,79
208334,LB,80
208334,CDM,79
208333,CDM,80
208333,CM,79
206585,GK,80
206467,RM,77
206467,RW,78
206467,ST,79
206273,RW,79
206273,LW,79
206273,LM,79
205976,RM,76
205976,ST,79
205362,CB,79
205192,RM,81
205192,LM,81
205192,CM,79
204529,ST,79
203888,CB,79
203775,GK,80
203486,RM,81
203486,LM,81
203486,CF,80
203280,ST,79
201510,LB,79
200610,LW,80
200610,RW,80
200610,ST,79
199914,CM,79
199434,RM,78
199434,LM,78
199434,CAM,79
199110,ST,79
198950,CM,73
198950,LM,79
198950,RM,79
198784,RWB,69
198784,LM,79
198784,RM,79
198118,CM,73
198118,CDM,79
194879,ST,79
194404,GK,80
194229,CB,76
194229,RB,79
193886,CM,76
193886,CAM,79
193130,LW,80
193130,ST,78
193130,LM,78
193116,CDM,79
193061,CAM,79
193061,CM,79
192641,CDM,78
192641,CB,79
191687,CB,79
190972,RM,79
190717,RWB,66
190717,RM,77
190717,ST,79
190264,LW,80
190264,RW,80
189156,CDM,77
189156,CB,79
188802,LM,68
188802,LB,79
187735,CF,78
187735,CDM,75
187735,CM,78
187688,CM,77
187688,CAM,78
187491,ST,79
186146,ST,78
185221,CB,79
185221,CM,73
185221,CDM,78
185132,CM,79
184190,CB,79
182002,CB,79
177644,GK,80
177604,CB,77
177604,LB,79
177458,CDM,77
177458,CB,79
176915,CM,79
176376,CF,80
176376,LM,79
176376,LW,80
175379,LM,79
175379,RM,79
173521,CB,79
173432,LB,75
173432,CB,79
173373,GK,80
172522,CAM,78
172522,CM,79
172316,RM,73
172316,RB,79
171897,CDM,76
171897,CM,79
170370,RM,78
170370,CM,79
170368,LM,79
170368,RM,79
169705,LB,79
168530,CB,79
167514,RM,74
167514,RB,79
165536,CB,79
164859,ST,76
164859,LM,78
164859,RM,78
164835,GK,80
163155,GK,80
162329,CM,78
157960,CM,77
157960,CAM,79
156713,CB,79
150516,CAM,77
150516,RM,77
150516,ST,79
146460,CM,73
146460,CDM,79
143587,CM,78
143587,CAM,79
139968,GK,80
138449,CF,77
138449,CAM,78
138412,CM,80
138412,LB,79
112316,LB,76
112316,CB,79
53914,CB,79
52091,LB,78
50542,ST,79
48717,GK,80
21146,CDM,78
230142,RW,79
230142,LW,79
227476,ST,78
225647,GK,79
224334,RM,78
224334,LM,78
221660,CB,78
221130,GK,79
220440,CB,78
218339,CDM,73
218339,CM,78
215466,CB,78
215259,LM,78
215259,RM,78
215057,CDM,78
215051,CB,78
214997,RW,79
214997,RM,76
214997,CAM,77
214997,ST,78
213345,LM,78
213345,RM,78
213150,GK,79
212886,CDM,77
212886,CM,78
212602,CDM,76
212602,CB,78
212523,CM,76
212523,ST,79
212523,CAM,78
212501,CB,77
212501,CM,77
212501,CDM,78
212150,LW,77
212150,CF,75
212150,CAM,78
211688,LM,76
211688,LB,78
211381,CAM,78
211381,RW,79
211381,LW,79
211256,CB,75
211256,LB,78
210514,RM,79
210514,RW,78
210514,RB,78
208777,CM,78
208093,CAM,74
208093,RM,74
208093,ST,78
207441,ST,78
207439,CDM,77
207439,CM,78
206511,CDM,74
206511,CAM,77
206511,CM,78
206113,RM,78
206113,LM,78
205988,LB,78
205525,LW,80
205525,CAM,78
205175,ST,77
205069,LM,77
205069,LB,78
204638,CB,78
204523,CM,78
204311,RB,72
204311,CB,78
204024,CM,74
204024,CDM,78
203890,RB,78
203574,CB,78
202849,CB,78
202642,CM,74
202642,CDM,78
201988,CB,78
201956,CDM,74
201956,CB,78
201533,LW,79
201533,LM,78
201377,CB,78
201305,CB,78
201118,RB,78
201042,LB,78
201042,RB,78
200458,LB,78
200454,ST,78
199977,CDM,78
199977,CM,78
199852,ST,78
199576,CM,71
199576,CDM,78
199561,LM,77
199561,LW,78
198077,LM,78
198077,RM,78
197948,CB,78
194957,CB,78
194911,GK,79
194174,RM,78
193171,LM,73
193171,LB,78
193105,GK,79
192679,LM,71
192679,LB,78
192086,RW,78
192086,ST,78
191210,RB,78
190544,CAM,79
190544,LW,79
190286,RW,75
190286,LW,75
190286,CAM,78
190243,GK,79
190223,LB,78
189433,CB,78
189271,CM,72
189271,CDM,78
189169,ST,78
188955,ST,78
187347,RB,78
187324,RB,71
187324,CB,78
186307,LM,77
186307,RM,77
186307,CAM,78
186148,GK,79
186132,CM,78
185103,CB,79
185103,LB,78
184949,RM,76
184949,RB,78
184069,ST,78
183899,LW,79
183899,RM,78
183899,LM,78
183893,CM,73
183893,CDM,78
183666,GK,79
183108,CAM,78
183108,RWB,69
183108,RM,78
181402,CDM,78
180334,CB,78
178424,LB,78
177723,GK,79
177519,CB,78
176993,ST,70
176993,CAM,77
176944,CDM,78
176944,CM,77
176731,CDM,78
176550,GK,79
176266,CB,77
176266,CDM,77
173306,LB,78
172962,LM,78
172962,RM,78
172962,RWB,76
172290,CM,78
172114,CAM,78
171791,CB,77
170369,ST,75
170369,CAM,77
170369,CF,78
169596,CB,78
167943,CDM,77
167943,CM,78
166072,CB,78
165501,CB,78
160741,CB,78
159240,CM,79
159240,LM,78
159171,CM,75
159171,CAM,80
159171,RM,78
159171,LM,78
159145,ST,78
156519,CDM,76
156519,CM,76
148711,CB,77
148122,CB,78
148119,GK,79
147782,CDM,78
147621,RM,78
146482,RW,76
146482,CAM,78
146482,CM,78
146439,ST,77
142784,RB,77
140233,GK,79
139062,GK,79
137809,CAM,74
137809,ST,78
137351,CDM,78
135451,GK,79
121933,GK,79
6826,CDM,78
229909,GK,78
228941,ST,77
228687,CAM,73
228687,ST,77
227950,CB,77
227234,CM,73
227234,CDM,77
225199,CDM,77
225199,CM,77
225028,CDM,77
225028,CM,77
223874,CDM,74
223874,CM,77
223061,LM,77
223033,CB,77
222943,RM,77
222943,LM,77
222509,CAM,77
222509,CDM,76
222509,LM,76
222509,CM,77
221992,RW,78
221992,LW,78
221540,CB,77
221087,GK,78
219985,CDM,77
219985,CM,77
219576,CDM,78
219576,CM,77
219411,LW,78
217877,RW,78
217877,LM,77
217877,LW,78
216778,CB,77
216547,ST,71
216547,RM,77
216547,LM,77
216475,RM,77
216475,LM,77
216189,RB,77
215333,ST,77
215061,ST,77
213582,ST,76
213582,CAM,79
213582,CF,78
213400,LM,77
213135,RW,76
213135,LW,76
213135,ST,77
212977,CDM,76
212977,CB,77
212911,LM,77
212911,RM,77
212230,LM,77
212230,RM,77
212198,CM,76
212198,CF,76
212198,CAM,77
211119,LM,77
211119,RM,77
210930,CAM,77
210930,RM,77
210679,CB,77
210333,LW,77
210333,CM,69
210333,LM,77
210282,RB,79
210282,RM,77
209307,GK,78
208574,LM,77
208135,CM,78
208135,CAM,76
208135,CDM,77
207939,CM,74
207939,CDM,77
207862,CDM,75
207862,RB,75
207862,CB,77
207494,RW,78
207494,LM,77
207494,LW,78
207494,RM,77
206591,RM,79
206591,RB,77
206225,LW,78
206225,LM,77
206222,CB,77
206198,CB,77
205633,RM,77
205633,CM,77
205569,CAM,75
205569,RM,75
205569,CM,77
205114,RM,77
205114,LM,77
204884,LWB,78
204884,LB,77
204838,ST,77
204819,ST,77
204240,GK,78
204077,ST,77
204077,LW,78
203895,CDM,66
203895,CM,76
203895,CAM,77
203627,RW,78
203627,RM,77
203627,LW,78
203627,LM,77
203106,RM,77
203106,LM,77
202648,CM,77
202325,CM,74
202325,CDM,77
201878,LM,77
201878,CAM,78
201878,LW,78
201878,RW,78
201508,LM,76
201508,RM,76
201508,CAM,77
201505,CDM,76
201505,CM,72
201505,CB,77
201144,CDM,78
201144,CM,77
201119,LB,77
201095,GK,78
201013,ST,77
200798,GK,78
200726,GK,78
200529,CAM,77
200529,LM,77
200529,RM,77
200215,CM,74
200215,CDM,77
199626,CM,77
199602,ST,77
199304,CB,76
199304,LB,77
199304,RB,77
198614,CB,77
198584,CB,77
198329,LW,78
198329,RW,78
198329,ST,77
198140,ST,77
198113,CDM,79
198113,CM,77
197225,CF,76
197225,CAM,77
197225,RM,77
196432,CDM,80
196432,CM,77
196150,ST,77
195671,ST,77
163186,CM,77
163186,CDM,77
142707,ST,77
194932,RM,77
194932,LM,77
157304,LB,71
157304,CB,76
134779,RM,75
134779,ST,77
112253,CDM,77
112253,CB,76
138110,CB,77
142721,GK,78
45186,LM,77
45186,ST,73
45186,CAM,79
45186,RM,77
189575,RW,78
189575,CAM,77
189575,LW,78
158856,CAM,73
158856,CDM,77
158856,CM,77
165517,CM,75
165517,CDM,76
178322,RB,76
178322,LB,76
112542,CB,77
168607,CB,73
168607,RB,77
13732,CB,77
163492,CB,77
178085,CDM,73
178085,CAM,77
178085,CM,77
152999,ST,77
188840,RB,77
189354,LW,78
189354,RW,78
153260,CB,77
187052,CM,74
187052,CDM,77
194996,ST,77
158133,ST,75
158133,RM,77
165560,ST,77
2492,LB,77
178625,CM,77
178625,CDM,77
188103,RM,76
188103,LM,76
188103,CAM,77
138699,CAM,76
138699,CM,77
147660,GK,78
188879,CB,77
188879,CM,70
188879,CDM,77
153296,ST,73
153296,CAM,77
192722,CAM,78
192722,LW,78
192722,RW,78
186581,CAM,78
186581,RW,77
187607,ST,77
192984,GK,78
161754,CDM,77
192476,CB,77
157665,CB,77
187366,CM,77
187366,CDM,77
188135,RB,77
186345,RWB,78
186345,RB,77
169706,CM,76
169706,CDM,77
180714,GK,78
176619,RW,74
176619,ST,77
189423,CM,74
189423,CDM,77
178160,CM,77
189681,RB,77
164082,LM,77
164082,LB,77
189682,CB,77
197891,LM,75
197891,CAM,77
197891,ST,76
220932,GK,77
183556,CB,76
200197,ST,76
210950,ST,73
210950,RM,76
210950,LM,76
193290,CAM,76
193290,LM,76
193290,ST,76
231691,GK,77
192012,CB,76
146701,CB,76
161805,CM,73
161805,CDM,76
156432,ST,76
52752,CM,74
52752,CDM,67
52752,CAM,76
202515,ST,71
202515,LM,76
146963,CB,76
205590,RB,76
205590,CB,76
210455,RB,76
210455,LB,76
230168,GK,77
184089,LM,76
184089,RM,76
205340,CB,76
229148,LM,76
229148,LWB,77
229148,LB,76
216349,CM,71
216349,RM,75
216349,CAM,76
225309,LM,76
225309,CM,75
225309,CAM,76
139038,CB,76
230431,CM,73
230431,CDM,76
173857,GK,77
203299,LM,76
203299,RM,76
200228,CB,76
212772,CDM,69
212772,CB,76
224293,CM,76
224293,CDM,76
210214,CM,76
210214,CDM,71
210214,CAM,76
215079,CM,76
230183,LM,71
230183,LB,76
209960,GK,77
230184,LM,73
230184,LB,76
226601,CB,76
201519,CDM,73
201519,CM,76
196143,RW,77
196143,CAM,76
196143,ST,76
196143,LW,77
200752,LB,73
200752,CB,76
207920,RM,70
207920,RB,76
207920,LB,76
197681,CDM,71
197681,CM,76
198706,LM,74
198706,LW,75
198706,CAM,76
189234,RB,72
189234,RM,76
204341,CB,76
176949,CF,76
176949,CAM,77
176949,ST,74
176949,LM,75
198198,CB,76
198200,CB,75
198200,CDM,76
214584,GK,77
181816,RM,69
181816,LB,76
181816,RB,76
225850,CB,76
198715,ST,76
213051,CM,74
213051,CDM,76
214332,CM,74
214332,CDM,76
194365,ST,76
194365,CF,77
150590,RB,76
190014,RW,76
190014,LM,76
190014,RM,76
198719,ST,68
198719,RM,76
198719,LM,76
208450,CAM,76
208450,CM,75
208450,LM,76
172610,CB,76
204614,LB,76
193862,CB,76
179527,ST,76
221000,CDM,69
221000,CM,74
221000,CAM,76
154954,GK,77
220746,LM,76
220746,RM,76
114764,GK,77
179789,CB,76
115533,GK,77
191565,CAM,77
191565,ST,75
191565,CF,77
192333,CB,76
210513,CAM,76
121170,CAM,72
121170,CF,74
121170,ST,76
219732,LM,76
194644,LB,76
194644,RB,76
31831,CM,76
153177,LM,76
153177,CAM,77
153177,CF,78
153177,ST,76
158810,CDM,75
183130,LM,76
194138,ST,76
207707,LB,76
199005,GK,77
185181,GK,77
216158,RM,76
216158,RB,76
192350,LM,76
205408,CB,76
182882,CB,76
182882,CM,73
182882,CDM,76
183394,CAM,75
183394,RM,76
202851,RW,79
202851,ST,76
142950,CM,76
202087,CM,76
202087,CDM,76
165735,GK,77
210537,CAM,75
210537,RM,76
210537,LM,76
219754,GK,77
181098,RB,75
181098,CB,74
181098,CM,73
181098,CDM,76
210287,ST,76
172143,CDM,70
172143,CM,76
201073,CAM,77
201073,LM,77
201073,ST,76
226161,CM,75
226161,CDM,76
214132,CAM,75
214132,ST,73
214132,RM,76
216692,GK,77
216437,CB,76
200054,CM,75
200054,CDM,76
105846,GK,77
164985,ST,78
164985,LW,77
213114,LW,76
213114,ST,76
219258,CB,76
225402,RB,76
200315,LW,77
200315,RW,77
200315,LM,76
200315,RM,76
230524,CF,73
230524,ST,76
205693,ST,76
230269,CF,75
230269,CAM,76
200318,RM,74
200318,RW,76
200318,ST,76
201342,RB,70
201342,CB,76
53630,LB,71
53630,CB,76
140415,CM,76
140415,CDM,76
217731,ST,76
183427,CM,76
204935,GK,77
169607,CM,70
169607,CDM,76
180359,LM,72
180359,LB,76
208008,CAM,78
208008,ST,76
205705,LB,69
205705,CB,76
225161,CB,76
188041,CDM,77
188041,CM,76
146059,RB,73
146059,CB,76
172684,GK,77
205966,LW,77
220814,LB,70
220814,CB,76
194958,CAM,75
194958,CDM,73
194958,CM,76
199823,CM,77
199823,CAM,75
199823,CDM,76
177553,RB,70
177553,RM,76
216466,LB,76
215699,RB,76
2196,GK,77
210324,CM,71
210324,CAM,75
210324,LM,76
210324,RM,76
199829,CB,72
199829,CM,74
199829,CDM,76
229270,CDM,73
229270,CB,76
230294,CF,73
230294,ST,76
226456,LM,73
226456,CDM,75
226456,CM,76
226456,CAM,76
199577,CB,76
194201,CB,76
148123,CB,76
183966,LB,73
183966,RB,73
183966,CB,76
158626,RB,75
183714,ST,76
201893,CM,76
201893,CDM,76
213160,LM,74
213160,CM,76
213160,CDM,76
171688,LM,73
171688,LB,75
204713,CAM,76
204713,LM,76
204713,RM,76
186537,RM,72
186537,ST,76
152747,RM,76
172203,GK,77
226221,CB,75
226221,RB,76
210862,CB,76
207537,LB,76
216497,RW,77
216497,LW,77
216497,ST,75
216497,CF,77
163761,CB,76
186801,RB,75
186801,CB,78
186801,CM,71
186801,CDM,76
193714,RB,70
193714,CB,76
184501,RM,69
184501,RB,76
202935,RB,72
202935,CB,76
153275,GK,77
198076,LB,69
198076,CB,76
164029,ST,76
186302,RM,76
214977,CM,71
214977,CDM,76
213955,ST,76
221125,LW,76
221125,ST,76
205510,RM,77
205510,CAM,76
205510,CM,76
208330,CAM,76
208330,RM,76
208330,LM,76
224458,ST,76
224458,LW,77
192202,CM,78
192202,LB,71
192202,CAM,77
192202,LM,76
187084,RM,71
187084,RWB,69
187084,ST,76
187598,CB,76
189390,LM,71
189390,LWB,76
189390,LB,76
184271,CM,76
198352,CB,76
190674,LM,74
190674,CM,76
190674,CDM,76
212692,RM,76
230360,CM,73
230360,RM,75
230360,RB,76
183256,CDM,70
183256,CAM,77
183256,CM,76
183512,LB,76
186589,CM,74
186589,CDM,76
163806,GK,77
183518,ST,76
182495,RB,74
182495,CB,76
206304,CM,73
206304,CDM,76
189410,CDM,76
189410,CM,76
204259,RB,76
226790,CM,71
226790,CDM,76
173030,ST,73
173030,CM,75
173030,CAM,76
152554,LB,75
210411,CAM,77
210411,LM,76
189165,CDM,71
189165,CM,76
201455,CM,76
201455,CDM,76
172018,CB,76
199667,CB,76
193011,CB,76
167669,CF,75
167669,CAM,76
199158,CDM,77
199158,CM,76
188154,CM,76
188154,CAM,76
168444,RW,76
168444,ST,76
160766,LW,79
160766,ST,75
169214,LM,76
203263,CB,76
219391,CM,72
219391,CDM,76
184575,LM,76
184575,RM,76
204289,ST,75
161793,ST,75
177922,LW,76
177922,RM,75
177922,LM,75
195586,ST,75
229636,LW,76
229636,RW,76
229636,CAM,75
236295,LB,75
176137,ST,75
187659,CDM,75
213516,RM,75
213516,LM,75
200206,RM,75
200206,LM,75
200206,CAM,75
205070,RM,75
205070,CM,75
205070,ST,75
229391,CM,68
229391,CDM,75
216336,GK,76
45842,CB,75
52498,CDM,75
204307,RB,75
195859,ST,75
200469,CDM,72
200469,RM,75
200469,CM,75
207894,CB,76
207894,CDM,75
236311,CM,72
236311,CAM,75
214040,LB,75
192537,ST,70
192537,LW,76
186650,CAM,73
186650,ST,75
210972,LB,75
210972,RB,75
183580,ST,75
148253,RM,71
148253,LB,75
148253,RB,75
215069,GK,76
189725,CDM,69
189725,CAM,75
189725,CM,75
195361,RB,75
187939,CAM,75
187939,LM,75
190756,CB,75
178213,CDM,75
178213,CM,75
190502,CB,73
190502,CDM,75
223273,CDM,74
223273,CM,75
189225,ST,75
205869,RM,75
205869,LM,75
219693,CB,75
190765,LM,75
190765,CM,76
190765,CAM,75
137262,ST,75
138798,GK,76
196142,CM,75
152879,CM,75
152879,CDM,75
221743,RM,75
221743,RW,76
197937,CB,75
183346,CAM,74
183346,CDM,73
183346,CM,75
166708,LM,75
208949,CAM,74
208949,RM,75
208949,LM,75
230453,CDM,75
160310,LB,75
160310,RB,75
165174,CM,72
165174,CDM,75
139064,CDM,75
181560,CB,75
190520,CB,78
190520,RB,75
199737,RM,75
199737,ST,77
199737,LM,75
138810,CM,69
138810,ST,72
138810,CAM,75
206651,LM,74
206651,RM,74
206651,CM,75
135742,RB,69
135742,CB,75
147006,CF,76
147006,ST,72
147006,LM,75
183870,LW,76
183870,RW,76
199487,CDM,73
199487,CB,75
205632,RM,75
205632,LW,76
219712,CM,72
219712,CDM,75
169792,ST,76
169792,LM,75
202562,LB,75
216388,LM,75
230212,LB,67
230212,CB,75
189508,LM,73
189508,CAM,76
189508,CM,75
204102,CDM,72
204102,CAM,74
204102,CM,75
154950,LM,75
154950,LB,75
181318,CB,68
181318,CDM,73
181318,CM,75
206407,RB,75
177481,LM,67
177481,LB,75
226378,ST,75
178250,CM,71
178250,CDM,75
226379,GK,76
230988,CM,72
230988,CAM,75
214605,CDM,75
229453,LM,75
229453,RM,75
219470,CM,75
159566,CDM,74
159566,CM,75
205391,CM,74
205391,CDM,75
158543,ST,75
230481,RM,75
230481,CAM,75
207444,RWB,63
207444,RM,75
209236,CDM,75
152916,CM,74
152916,RM,75
152916,LM,75
183892,RB,73
183892,CB,75
230230,LB,69
230230,RB,69
230230,CB,75
212823,RW,76
212823,ST,75
166744,GK,76
201818,LM,76
201818,ST,75
230234,CM,72
230234,CDM,75
189018,RB,75
47201,GK,76
188770,RM,75
188770,LM,75
188770,ST,75
189795,ST,75
182629,GK,76
230502,CF,74
230502,ST,75
179560,LM,75
228717,ST,75
203886,CAM,74
203886,CDM,72
203886,CM,75
226414,RM,75
226414,LW,76
226414,LM,75
197231,ST,75
230767,CM,74
190576,CB,75
230258,CAM,71
230258,CM,73
230258,CDM,75
165490,CDM,75
165490,CM,75
171378,RB,75
189043,RB,75
189043,LB,75
207732,ST,75
224116,ST,75
177525,RB,64
177525,RM,75
142966,LM,74
142966,CM,73
142966,CAM,75
209782,LW,76
198264,RM,77
198264,ST,75
146296,GK,76
215930,RB,73
215930,CB,75
